id,command,character,imageFolderName,imageNum,mainText,setBranch,yesText,noText,choseYes,choseNo,skipID,eventFlag,checkNeedEventNum,eventNum,afterEventSkipID,chractorFunction,animFuncName,SEpath
0,set_bgm,,,,,FALSE,,,,,,,,,,,,
1,check_EventFlag,,,,,,,,,,2,TRUE,0,1,,,,
2,fade_blackOut,,,,,,,,,,,,,,,,,
4,chara_func,,,,,,,,,,,,,,,StartEvent,,
5,chara_func,,,,,,,,,,,,,,,SpawnSyoMao_Story,,
6,fade_blackIn,,,,,,,,,,,,,,,,,
7,set_text,村長,Sontyo1,1,……燃料はよしっと。これで動くはずだ,FALSE,,,,,,,,,,,,
8,chara_func,,,,,,,,,,,,,,,ClaneMove,,
9,set_text,ショウ,BRDF,1,すげー、動いてるよ！,,,,,,,,,,,,,
10,set_text,村長,Sontyo1,1,みんな、危ないから少し離れてろよ！,,,,,,,,,,,,,
11,fade_blackOut,,,,,,,,,,,,,,,,,
12,chara_func,,,,,,,,,,,,,,,DestroyDisableRock,,
13,set_text,,,,...ガタンッ,,,,,,,,,,,,,
14,fade_blackIn,,,,,,,,,,,,,,,,,
15,set_text,ショウ,BRDF,1,もう壊れちゃった……のか？,,,,,,,,,,,,,
16,set_text,村長,Sontyo1,1,ありゃりゃ、やっぱりそう簡単には行かねえなあ,,,,,,,,,,,,,
17,chara_func,,,,,,,,,,,,,,,SontyoMoveFromClane,,
18,chara_func,,,,,,,,,,,,,,,SyoTurnToRight,,
19,set_text,ショウ,BRDF,1,けど向こうには行けそうだ！,,,,,,,,,,,,,
20,chara_func,,,,,,,,,,,,,,,SyoTurnTowardsFront,,
21,set_text,ショウ,BRDF,1,始まるんだ！　俺たちの冒険が！,,,,,,,,,,,,,
22,set_text,マオ,Player,1,村長さんたちも,,,,,,,,,,,,,
23,set_text,村長,Sontyo1,1,"ああ、そうだな。
だが村を出るとなれば、荷造りなりなんなりで時間がかかる。",,,,,,,,,,,,,
24,set_text,村長,Sontyo1,1,そんなの、アンタは待っていられねえだろう？,,,,,,,,,,,,,
25,set_text,ショウ,BRDF,1,当たり前だ！　,,,,,,,,,,,,,
26,set_text,ショウ,BRDF,1,きっと母さんなんてアレもこれも必要だって言ってちっとも荷造りなんて進まないぜ。,,,,,,,,,,,,,
27,set_text,ショウ,BRDF,1,俺はそんなの待ってらんないよ！,,,,,,,,,,,,,
28,set_text,村長,Sontyo1,1,そういうお前はちゃんと準備してあるのか？,,,,,,,,,,,,,
29,set_text,ショウ,BRDF,1,じゃーあん。ほら、ここに全部,,,,,,,,,,,,,
30,set_text,村長,Sontyo1,1,お前、いつの間に……。,,,,,,,,,,,,,
31,chara_func,,,,,,,,,,,,,,,SontyoMoveToMao,,
32,set_text,村長,Sontyo1,1,"まあ見ての通りこいつは騒がしいばっかりのバカ息子だが、
アンタさえ良ければ少しばかり付き合ってやってくれないか",,,,,,,,,,,,,
33,set_text,マオ,Player,1,うん、こちらこそ,,,,,,,,,,,,,
34,set_text,村長,Sontyo1,1,ハッハッハッ！　そいつは良かった！,,,,,,,,,,,,,
35,set_text,村長,Sontyo1,1,そうとなりゃ、ここでいつまでもボサっとしてらんねえなあ。,,,,,,,,,,,,,
36,set_text,村長,Sontyo1,1,俺たちはまずこのオンボロを修理する,,,,,,,,,,,,,
37,set_text,村長,Sontyo1,1,"そんで、その後は必ずアンタたちを追いかける。
多少時間はかかるかもしれんが、絶対にだ",,,,,,,,,,,,,
38,set_text,マオ,Player,1,先に行って、待ってるよ,,,,,,,,,,,,,
39,set_text,村長,Sontyo1,1,"おうよ。アンタも達者でな。
それと、そこのバカ息子はコキ使ってやってくれよ",,,,,,,,,,,,,
40,set_text,マオ,Player,1,ほどほどにね,,,,,,,,,,,,,
41,fade_blackOut,,,,,,,,,,,,,,,,,
42,chara_func,,,,,,,,,,,,,,,PrepareNext,,
43,chara_func,,,,,,,,,,,,,,,EndEvent,,
44,fade_blackIn,,,,,,,,,,,,,,,,,
45,end_talk,,,,,,,,,,,,,,,,,
