id,command,character,imageFolderName,imageNum,mainText,setBranch,yesText,noText,choseYes,choseNo,skipID,eventFlag,checkNeedEventNum,eventNum,afterEventSkipID,chractorFunction,animFuncName,SEpath
0,set_bgm,,,,,FALSE,,,,,,,,,,,,
1,check_EventFlag,,,,,,,,,,2,TRUE,0,1,,,,
2,fade_blackOut,,,,,,,,,,,,,,,,,
3,chara_func,,,,,,,,,,,,,,,Move2Village,,
4,chara_func,,,,,,,,,,,,,,,SpawnSyo_Story,,
5,chara_func,,,,,,,,,,,,,,,SpawnMother_Story,,
6,chara_func,,,,,,,,,,,,,,,SpawnSontyo_Story,,
7,play_sound,,,,,,,,,,,,,,,,,SE/Life/ohashi-oku
8,play_sound,,,,,,,,,,,,,,,,,SE/Life/ohashi-toru
9,fade_blackIn,,,,,,,,,,,,,,,,,
10,set_text,ビー・アルディエフ,BRDF,1,いただきまーす,,,,,,,,,,,,,
11,set_text,ビー・アルディエフ,BRDF,1,はむはむはむ,,,,,,,,,,,,,
12,set_text,ビー・アルディエフ,BRDF,1,もう、そんなに食べなくていいでしょう,,,,,,,,,,,,,
13,set_text,ビー・アルディエフ,BRDF,1,のどに詰まってもしりませんよ,,,,,,,,,,,,,
14,set_text,マオ,Player,1,うっ,,,,,,,,,,,,,
15,set_text,ビー・アルディエフ,BRDF,1,ほら言わんこっちゃない。,,,,,,,,,,,,,
16,set_text,ビー・アルディエフ,BRDF,1,母さん、おかわりを頼む,,,,,,,,,,,,,
17,set_text,マオ,Player,1,はいはい。ちょっと待っててね,,,,,,,,,,,,,
18,set_text,ビー・アルディエフ,BRDF,1,どうだい、うちの母さんの飯は,,,,,,,,,,,,,
19,set_text,ビー・アルディエフ,BRDF,1,おいしです,,,,,,,,,,,,,
20,set_text,ビー・アルディエフ,BRDF,1,そうだろ。俺はコイツのお陰でどんな力仕事も楽勝なんだ,,,,,,,,,,,,,
21,set_text,ビー・アルディエフ,BRDF,1,ほら、どうぞ。,,,,,,,,,,,,,
22,set_text,ビー・アルディエフ,BRDF,1,だったら少しは家のこともしてくれればいいのにね,,,,,,,,,,,,,
23,set_text,ビー・アルディエフ,BRDF,1,ま、まあ、それは俺の専門外だからな、、、,,,,,,,,,,,,,
24,set_text,ビー・アルディエフ,BRDF,1,そういえば、お嬢ちゃんはどうしてこの村に?,,,,,,,,,,,,,
25,set_text,ビー・アルディエフ,BRDF,1,たまたまです,,,,,,,,,,,,,
26,set_text,ビー・アルディエフ,BRDF,1,そう、たまたまぶつかっちまったんだ,,,,,,,,,,,,,
27,set_text,ビー・アルディエフ,BRDF,1,なら、目的地は別にあるみたいだな,,,,,,,,,,,,,
28,set_text,ビー・アルディエフ,BRDF,1,地上です,,,,,,,,,,,,,
29,set_text,ビー・アルディエフ,BRDF,1,地上！まじかよ！,,,,,,,,,,,,,
30,set_text,ビー・アルディエフ,BRDF,1,地上か、、、、,,,,,,,,,,,,,
31,set_text,ビー・アルディエフ,BRDF,1,そいつは大変だな,,,,,,,,,,,,,
32,set_text,ビー・アルディエフ,BRDF,1,俺の爺さんの代からもう誰も地上なんて見たことはねえ,,,,,,,,,,,,,
33,set_text,ビー・アルディエフ,BRDF,1,もちろん、アンタみたいな勇気のあるやつは大勢いたが,,,,,,,,,,,,,
34,set_text,ビー・アルディエフ,BRDF,1,まあ、結果はさんざんってやつだ,,,,,,,,,,,,,
35,set_text,ビー・アルディエフ,BRDF,1,でもでも、父ちゃん、絶対に地上はあるんだよな,,,,,,,,,,,,,
36,set_text,ビー・アルディエフ,BRDF,1,そりゃそうさ。俺たちの先祖様はそこから来たんだな,,,,,,,,,,,,,
37,set_text,ビー・アルディエフ,BRDF,1,けど、この硬い岩盤に囲まれた村からは、そう簡単にでることはできねえ、、、,,,,,,,,,,,,,
38,set_text,ビー・アルディエフ,BRDF,1,もちろん、あんたが先を目指すんなら、俺たちにできることは精一杯やるぜ,,,,,,,,,,,,,
39,set_text,ビー・アルディエフ,BRDF,1,さ、みんな、冷めないうちに食べて。まだまだたくさんあるから、おかわりはいくらでも,,,,,,,,,,,,,
40,set_text,ビー・アルディエフ,BRDF,1,じゃあおかわり！,,,,,,,,,,,,,
41,fade_blackOut,,,,,,,,,,,,,,,,,
42,fade_blackIn,,,,,,,,,,,,,,,,,
43,set_text,ビー・アルディエフ,BRDF,1,そういえばアンタ、故郷の家族はどうしてるんだい,,,,,,,,,,,,,
44,set_text,ビー・アルディエフ,BRDF,1,そうか……そいつはすまねえ。気を悪くしたなら謝るよ,,,,,,,,,,,,,
45,set_text,ビー・アルディエフ,BRDF,1,……だが実際、俺たちの村もゆくゆくはそうなるだろうな。,,,,,,,,,,,,,
46,set_text,ビー・アルディエフ,BRDF,1,年々採掘できる資源も減ってきている。それに、,,,,,,,,,,,,,
47,set_text,ビー・アルディエフ,BRDF,1,あのクソ化け物が採掘場に現れて、みんな困ってるんだ,,,,,,,,,,,,,
48,set_text,ビー・アルディエフ,BRDF,1,クソ化け物って？,,,,,,,,,,,,,
49,set_text,ビー・アルディエフ,BRDF,1,クソ化け物はクソ化け物さ！俺は見たことないんだけど、もう何人も襲われてるんだ！　,,,,,,,,,,,,,
50,set_text,ビー・アルディエフ,BRDF,1,"みんなそいつのせいで採掘場の奥にも行けないし、
だから俺たちは新しい堀場を探してるのさ",,,,,,,,,,,,,
51,set_text,ビー・アルディエフ,BRDF,1,でも資源は見つからない,,,,,,,,,,,,,
52,set_text,ビー・アルディエフ,BRDF,1,まあそんなところだ。浅い場所はもう全部掘り尽くしちまってるからな……。かと言って、奥には化け物……,,,,,,,,,,,,,
53,set_text,ビー・アルディエフ,BRDF,1,……っと、こんな話、飯時にするもんじゃあねえな,,,,,,,,,,,,,
54,set_text,ビー・アルディエフ,BRDF,1,"さて、今日はもう遅い。
あんたさえ良ければ、今日は家に泊まっていきな。",,,,,,,,,,,,,
55,set_text,ビー・アルディエフ,BRDF,1,母さん、確か、二階に使ってないベッドがあったよなあ,,,,,,,,,,,,,
56,set_text,ビー・アルディエフ,BRDF,1,ええ、＜仲間1の名前＞のお古ですけど、まだまだ綺麗よ,,,,,,,,,,,,,
57,set_text,ビー・アルディエフ,BRDF,1,"ならそれ、俺の部屋に移してもいいか？
なあ父ちゃん！　俺、もっと色々話したいんだよ",,,,,,,,,,,,,
58,set_text,ビー・アルディエフ,BRDF,1,そいつは俺に聞かれてもなあ,,,,,,,,,,,,,
59,set_text,ビー・アルディエフ,BRDF,1,いいよ,,,,,,,,,,,,,
60,set_text,ビー・アルディエフ,BRDF,1,よっしゃあ!,,,,,,,,,,,,,
61,set_text,ビー・アルディエフ,BRDF,1,"アンタ、コイツの言う事ばかり聞く必要はないぜ。
もし嫌だったら嫌だと言ってくれていい",,,,,,,,,,,,,
62,set_text,ビー・アルディエフ,BRDF,1,私も話がしたい,,,,,,,,,,,,,
63,set_text,ビー・アルディエフ,BRDF,1,"そうか。なら好きにするといい。
母さん、ベッドは後で俺が用意しておくよ",,,,,,,,,,,,,
64,set_text,ビー・アルディエフ,BRDF,1,"いいえお父さん、用意はこの子にさせます。
いいね",,,,,,,,,,,,,
65,set_text,ビー・アルディエフ,BRDF,1,アイアイサー！,,,,,,,,,,,,,
66,set_text,ビー・アルディエフ,BRDF,1,"なあ、お前は地上に出たいって言ってたよな。
もし外に出れたら、お前は何したいんだよ",,,,,,,,,,,,,
67,set_text,ビー・アルディエフ,BRDF,1,"俺は思いっきり走りたいんだ。
父ちゃんが言ってた。",,,,,,,,,,,,,
68,set_text,ビー・アルディエフ,BRDF,1,地上っていうのはだだっ広くて、どこまで走ったって続いているんだ。,,,,,,,,,,,,,
69,set_text,ビー・アルディエフ,BRDF,1,一度でもいいから、俺はそんな世界が見てみたい,,,,,,,,,,,,,
70,set_text,ビー・アルディエフ,BRDF,1,なら一緒に行こう,,,,,,,,,,,,,
71,set_text,ビー・アルディエフ,BRDF,1,……！　俺もそう言おうと思ってたんだ！,,,,,,,,,,,,,
72,set_text,ビー・アルディエフ,BRDF,1,なんだかお前となら行ける気がする……。 嘘じゃないぜ。俺の勘はよく当たるんだ,,,,,,,,,,,,,
73,set_text,ビー・アルディエフ,BRDF,1,だから……おれ、いくよ…… むにゃむにゃ……,,,,,,,,,,,,,
74,set_text,ビー・アルディエフ,BRDF,1,寝ちゃった,,,,,,,,,,,,,
