id,command,character,imageFolderName,imageNum,mainText,setBranch,yesText,noText,choseYes,choseNo,skipID,eventFlag,checkNeedEventNum,eventNum,afterEventSkipID,chractorFunction,animFuncName,SEpath
0,set_bgm,,,,,FALSE,,,,,,,,,,,,
1,check_EventFlag,,,,,,,,,,2,TRUE,0,1,,,,
2,chara_func,,,,,,,,,,,,,,,StartEvent,,
3,fade_blackOut,,,,,,,,,,,,,,,,,
4,play_sound,,,,,,,,,,,,,,,,,SE/Tool/Pickel
5,set_text,マオ,Player,1,(金属音が聞こえる・・・・),FALSE,,,,,,,,,,,,
6,chara_func,,,,,,,,,,,,,,,SpawnSyo_Field,,
7,fade_blackIn,,,,,,,,,,,,,,,,,
8,set_text,ビー・アルディエフ,BRDF,1,うお！なんだお前！,,,,,,,,,,,,,
9,set_text,ビー・アルディエフ,BRDF,1,モンスター！…じゃないよな,TRUE,違うよ,モンスターです,10,11,,,,,,,,
10,set_text,ビー・アルディエフ,BRDF,1,だよな。あ～びっくりした,,,,,,12,,,,,,,
11,set_text,ビー・アルディエフ,BRDF,1,嘘つけ！どう見ても人間だろ！,,,,,,12,,,,,,,
12,set_text,ビー・アルディエフ,BRDF,1,しっかし、村以外の人間なんて初めて見たな,,,,,,,,,,,,,
13,set_text,ビー・アルディエフ,BRDF,1,なあお前どっから来たん…ってやばい！,,,,,,,,,,,,,
14,play_sound,,,,,,,,,,,,,,,,,SE/Monster/Common_Roar
15,set_text,マオ,Player,1,(モンスターの鳴き声だ・・・！),,,,,,,,,,,,,
16,set_text,ビー・アルディエフ,BRDF,1,とりあえずここから離れようぜ！,,,,,,,,,,,,,
17,set_text,ビー・アルディエフ,BRDF,1,すぐ近くに俺たちが住んでる村があるんだ,,,,,,,,,,,,,
18,set_text,マオ,Player,1,(彼についていこう・・・),,,,,,,,,,,,,
19,fade_blackOut,,,,,,,,,,,,,,,,,
20,chara_func,,,,,,,,,,,,,,,Move2Village,,
21,chara_func,,,,,,,,,,,,,,,SpawnSyo_Story,,
22,fade_blackWait,,,,,,,,,,,,,,,,,
23,fade_blackIn,,,,,,,,,,,,,,,,,
24,set_text,ビー・アルディエフ,BRDF,1,……それで、お前はどうやってここに来たんだ?,,,,,,,,,,,,,
25,set_text,マオ,Player,1,(ここまでひたすら掘ってきたことを伝えた・・・),,,,,,,,,,,,,
26,set_text,ビー・アルディエフ,BRDF,1,お前一人でか？　そりゃすげえ,TRUE,すごいでしょ,大したことじゃない,27,28,,,,,,,,
27,set_text,ビー・アルディエフ,BRDF,1,ああ。並みの人間ならできっこねえ,,,,,,31,,,,,,,
28,set_text,ビー・アルディエフ,BRDF,1,いやすげーよ。俺なんて、一日中頑張ってもちっとも前に進まないんだ,,,,,,,,,,,,,
29,set_text,ビー・アルディエフ,BRDF,1,穴掘りっていうのは、なんかこう、コツみたいのがあるんだって父ちゃんは言ってたけど,,,,,,,,,,,,,
30,set_text,ビー・アルディエフ,BRDF,1,あんたはそれを知ってるんだろうな,,,,,,31,,,,,,,
31,set_text,ビー・アルディエフ,BRDF,1,なあ、俺にも穴の掘り方教えてくれないか？,,,,,,,,,,,,,
32,set_text,村長,Sontyo1,1,おーい,,,,,,,,,,,,,
33,chara_func,,,,,,,,,,,,,,,SpawnSontyo_Story,,
34,chara_func,,,,,,,,,,,,,,,SontyoMove,,
35,chara_func,,,,,,,,,,,,,,,,VecUp_Syo,
36,set_text,村長,Sontyo1,1,お前、また一人で採掘場に行ってたのか,,,,,,,,,,,,,
37,set_text,ビー・アルディエフ,BRDF,1,やべ、父ちゃんだ,,,,,,,,,,,,,
38,set_text,村長,Sontyo1,1,いつも言ってるだろう。危ねえから勝手に採掘場には近づくなって……,,,,,,,,,,,,,
39,set_text,村長,Sontyo1,1,そこのお嬢ちゃんは？,,,,,,,,,,,,,
40,set_text,ビー・アルディエフ,BRDF,1,掘ってたら出てきた,TRUE,違うよ！,モンスターです,41,41,,,,,,,,
41,set_text,村長,Sontyo1,1,もしかしてアンタ、一人で掘ってきたのか?,,,,,,,,,,,,,
42,set_text,マオ,Player,1,(これまでのことを伝えた・・・),,,,,,,,,,,,,
43,set_text,村長,Sontyo1,1,"……なるほど。すると別の村から来たのか。
よし、分かった。",,,,,,,,,,,,,
44,set_text,村長,Sontyo1,1,"アンタ、せっかくだから家に来ねえか。
俺はこう見えてもこの村の村長をやってるんだ。",,,,,,,,,,,,,
45,set_text,村長,Sontyo1,1,"外の村の人間なんざ、もうすっかり見ねえからな。
俺も色々と話を聞かせてもらいたい",,,,,,,,,,,,,
46,set_text,ビー・アルディエフ,BRDF,1,なあなあ！俺もその話、聞いていいよな？,,,,,,,,,,,,,
47,set_text,村長,Sontyo1,1,まあそう焦るな。この子がいいならな。,,,,,,,,,,,,,
48,set_text,村長,Sontyo1,1,見るところあまり食料の蓄えもないようだし、そのまま放っておく訳にもいかん,,,,,,,,,,,,,
49,play_sound,,,,,,,,,,,,,,,,,SE/Human/Stomach
50,set_text,マオ,Player,1,(そういえばだいぶおなかが減っている・・・),,,,,,,,,,,,,
51,set_text,村長,Sontyo1,1,ちょうど母さんが夕飯の支度を始める頃だ,,,,,,,,,,,,,
52,set_text,村長,Sontyo1,1,遠慮しなくていい。人間、困ったときはお互い様だろう？私の家においで,,,,,,,,,,,,,
53,set_text,ビー・アルディエフ,BRDF,1,先に行ってるぜ,,,,,,,,,,,,,
54,chara_func,,,,,,,,,,,,,,,EndEvent,,
55,end_talk,,,,,,,,,,,,,,,,,
